id_ticket,canale,tipo_cliente,componente_indicato,priorita_dichiarata,stack_trace,allegati,lunghezza_descrizione,parole_errore,parole_richiesta,punti_interrogativi,utenti_segnalanti,ora_apertura,categoria
T-01708,chat,Enterprise,Nessuno,Media,0,1,194,0,3,0,1,13,Richiesta
T-01709,form,Business,Backend,Alta,0,1,870,5,2,1,7,22,Incidente
T-01710,email,Business,Frontend,Bassa,1,1,2682,4,1,0,1,20,Bug
T-01711,email,Business,Fatturazione,Media,0,0,826,0,1,0,2,9,Richiesta
T-01712,email,Business,Backend,Alta,0,0,1397,4,1,0,1,13,Bug
T-01713,email,Free,Account,Bassa,1,0,223,1,0,0,1,17,Domanda
T-01714,form,Enterprise,API,Alta,0,0,306,2,0,0,1,13,Domanda
T-01715,telefono,Enterprise,API,Urgente,0,5,571,1,0,1,5,6,Incidente
T-01716,email,Business,Account,Media,0,0,198,1,7,0,1,13,Richiesta
T-01717,form,Business,Nessuno,Media,0,1,597,1,2,1,1,9,Richiesta
T-01718,email,Business,Backend,Media,0,0,1100,1,0,0,1,17,Bug
T-01719,form,Free,Backend,Media,0,3,601,4,0,1,2,12,Bug
T-01720,chat,Free,Nessuno,Alta,0,0,198,1,1,3,1,15,Domanda
T-01721,email,Free,Nessuno,Media,0,0,207,0,2,1,1,10,Domanda
T-01722,email,Business,Account,Media,0,1,562,0,5,0,1,15,Richiesta
T-01723,chat,Free,Mobile,Alta,0,1,194,3,0,0,2,12,Bug
T-01724,form,Free,Mobile,Urgente,1,1,680,5,0,0,1,8,Bug
T-01725,form,Enterprise,Backend,Bassa,0,1,673,0,2,0,2,11,Richiesta
T-01726,email,Free,Frontend,Bassa,0,1,867,4,2,1,1,11,Bug
T-01727,telefono,Free,Frontend,Media,1,1,756,2,0,0,1,12,Bug
T-01728,telefono,Business,Frontend,Media,1,2,389,4,0,1,4,8,Incidente
T-01729,form,Enterprise,Frontend,Media,0,0,2049,2,0,1,3,16,Bug
T-01730,form,Free,Fatturazione,Bassa,1,0,414,1,1,2,1,10,Domanda
T-01731,form,Business,Fatturazione,Alta,1,1,550,3,2,0,1,11,Bug
T-01732,email,Enterprise,Nessuno,Bassa,0,1,303,0,3,1,1,14,Richiesta
T-01733,telefono,Enterprise,Backend,Alta,0,2,239,1,0,3,9,8,Incidente
T-01734,email,Business,Frontend,Media,0,1,148,1,1,2,1,17,Domanda
T-01735,telefono,Free,API,Bassa,1,1,831,5,0,1,1,10,Bug
T-01736,chat,Free,Mobile,Media,1,2,1527,2,1,0,1,11,Bug
T-01737,form,Enterprise,Mobile,Media,1,0,964,4,1,0,1,9,Bug
T-01738,form,Free,Nessuno,Alta,0,1,360,1,2,1,1,14,Richiesta
T-01739,form,Enterprise,Mobile,Media,1,2,2283,3,0,0,2,10,Bug
T-01740,form,Free,Frontend,Alta,1,1,854,0,0,0,1,14,Bug
T-01741,chat,Business,API,Alta,1,2,157,1,0,2,7,10,Incidente
T-01742,chat,Business,Account,Media,0,0,387,1,2,1,1,14,Richiesta
T-01743,telefono,Business,Frontend,Alta,0,1,384,4,0,1,1,11,Bug
T-01744,email,Business,Frontend,Bassa,0,0,411,0,3,1,1,12,Richiesta
T-01745,form,Free,Backend,Bassa,1,0,763,0,0,2,1,16,Bug
T-01746,form,Business,Mobile,Media,0,1,549,0,4,3,1,13,Richiesta
T-01747,email,Business,Frontend,Media,0,1,1658,2,0,1,2,15,Bug
T-01748,email,Business,Nessuno,Media,0,0,374,1,0,4,1,15,Domanda
T-01749,form,Enterprise,API,Media,0,0,306,5,0,0,1,15,Bug
T-01750,email,Business,Nessuno,Bassa,0,0,680,0,1,0,1,16,Richiesta
T-01751,chat,Free,Nessuno,Bassa,0,0,597,0,3,1,1,12,Domanda
T-01752,email,Business,Nessuno,Media,0,0,687,1,1,1,1,16,Richiesta
T-01753,email,Free,Account,Bassa,0,2,316,1,0,1,1,15,Domanda
T-01754,telefono,Business,Mobile,Alta,0,0,371,3,0,0,1,19,Bug
T-01755,chat,Business,Nessuno,Media,0,0,410,0,1,1,1,14,Domanda
T-01756,chat,Free,API,Bassa,0,1,538,1,3,1,1,8,Richiesta
T-01757,chat,Business,Backend,Urgente,0,0,509,0,1,1,9,19,Incidente
T-01758,email,Free,Fatturazione,Media,0,1,588,0,1,1,1,14,Richiesta
T-01759,email,Free,Account,Bassa,0,0,676,0,2,0,1,9,Richiesta
T-01760,email,Enterprise,Fatturazione,Bassa,0,0,330,0,1,2,1,9,Domanda
T-01761,form,Business,Account,Bassa,0,0,412,0,1,2,1,11,Richiesta
T-01762,chat,Free,Nessuno,Bassa,0,0,165,0,0,2,1,14,Domanda
T-01763,email,Business,Frontend,Alta,0,0,561,0,3,2,1,18,Richiesta
T-01764,form,Business,Mobile,Alta,0,0,232,0,6,0,1,16,Richiesta
T-01765,email,Business,Frontend,Bassa,0,0,280,1,2,0,1,12,Richiesta
T-01766,form,Free,Account,Bassa,0,0,921,1,4,2,1,15,Richiesta
T-01767,email,Business,Mobile,Media,0,0,435,1,2,0,1,10,Richiesta
T-01768,form,Enterprise,Frontend,Media,0,1,582,0,3,0,1,15,Richiesta
T-01769,form,Business,Frontend,Media,1,1,606,3,0,1,1,13,Bug
T-01770,form,Free,Backend,Media,1,0,1177,3,0,1,2,12,Bug
T-01771,email,Enterprise,API,Media,1,1,1876,4,2,1,1,14,Bug
T-01772,chat,Business,Backend,Urgente,1,1,969,3,1,0,3,13,Bug
T-01773,chat,Free,API,Media,0,1,1363,3,1,0,2,18,Bug
T-01774,chat,Enterprise,Nessuno,Bassa,0,1,849,0,5,0,1,15,Richiesta
T-01775,form,Enterprise,Mobile,Media,1,1,672,5,0,0,1,13,Bug
T-01776,email,Enterprise,Nessuno,Bassa,0,0,977,1,3,0,1,18,Richiesta
T-01777,chat,Free,Fatturazione,Bassa,0,0,232,0,0,5,1,13,Domanda
T-01778,form,Free,Nessuno,Media,0,0,469,0,1,2,1,12,Richiesta
T-01779,form,Business,Frontend,Bassa,1,1,990,5,0,0,1,15,Bug
T-01780,email,Business,Frontend,Media,0,1,418,1,0,0,2,8,Bug
T-01781,email,Enterprise,Fatturazione,Bassa,0,1,342,6,1,0,1,10,Bug
T-01782,email,Business,Nessuno,Bassa,0,0,680,0,2,0,1,15,Richiesta
T-01783,email,Free,Frontend,Alta,1,0,608,2,1,0,1,11,Bug
T-01784,form,Free,Frontend,Alta,1,1,631,4,0,0,1,9,Bug
T-01785,chat,Free,Account,Bassa,0,1,94,0,1,3,1,12,Domanda
T-01786,email,Business,Fatturazione,Bassa,0,1,416,2,2,0,1,10,Richiesta
T-01787,form,Free,Backend,Alta,0,2,464,1,0,0,1,13,Bug
T-01788,email,Business,Nessuno,Bassa,0,0,510,0,3,1,1,14,Richiesta
T-01789,email,Business,Fatturazione,Urgente,0,0,425,2,0,1,9,11,Incidente
T-01790,chat,Business,Mobile,Alta,0,0,1472,3,1,0,1,12,Bug
T-01791,telefono,Free,API,Urgente,0,0,526,2,0,0,1,12,Bug
T-01792,chat,Free,Fatturazione,Bassa,0,0,265,1,0,2,1,16,Domanda
T-01793,chat,Enterprise,Frontend,Bassa,1,1,1128,4,1,1,1,7,Bug
T-01794,email,Enterprise,API,Media,0,0,505,4,0,0,1,11,Bug
T-01795,form,Enterprise,Frontend,Media,0,2,406,1,0,0,2,14,Bug
T-01796,email,Free,Frontend,Media,0,0,290,0,3,0,1,17,Richiesta
T-01797,form,Business,Backend,Alta,0,1,1709,2,0,0,1,13,Bug
T-01798,email,Business,Mobile,Bassa,0,0,109,0,1,5,1,10,Domanda
T-01799,form,Business,API,Alta,0,0,1325,0,0,0,6,20,Incidente
T-01800,form,Free,API,Media,1,0,2911,4,0,2,1,9,Bug
T-01801,form,Business,API,Media,0,1,1035,0,4,0,1,19,Richiesta
T-01802,email,Free,Nessuno,Media,0,1,528,0,3,1,1,13,Richiesta
T-01803,telefono,Free,Backend,Urgente,0,0,321,2,0,2,8,1,Incidente
T-01804,email,Business,Frontend,Bassa,0,0,247,0,4,1,1,8,Richiesta
T-01805,chat,Free,Mobile,Media,0,0,448,0,0,2,1,11,Domanda
T-01806,form,Free,Mobile,Alta,1,0,826,0,0,1,1,14,Bug
T-01807,form,Business,Mobile,Bassa,0,2,656,3,0,0,1,12,Bug
T-01808,form,Free,API,Alta,0,1,376,5,0,0,2,15,Bug
T-01809,form,Enterprise,API,Alta,0,2,866,3,1,0,4,11,Bug
T-01810,chat,Business,API,Bassa,0,0,253,1,0,2,1,18,Domanda
T-01811,email,Free,Nessuno,Media,0,1,434,1,2,0,1,17,Domanda
T-01812,email,Free,Frontend,Bassa,0,0,497,0,0,0,2,18,Richiesta
T-01813,email,Free,Nessuno,Bassa,0,1,107,3,0,1,2,13,Domanda
T-01814,chat,Free,Fatturazione,Bassa,0,0,398,0,0,1,1,12,Domanda
T-01815,chat,Free,Account,Media,0,1,306,0,0,8,1,18,Domanda
T-01816,email,Business,Mobile,Bassa,0,0,211,0,1,4,1,14,Domanda
T-01817,chat,Business,Fatturazione,Bassa,0,1,350,0,1,1,1,12,Richiesta
T-01818,email,Business,Frontend,Alta,0,0,285,1,2,4,1,17,Domanda
T-01819,chat,Business,Nessuno,Media,0,0,181,0,0,3,1,9,Domanda
T-01820,email,Enterprise,Backend,Alta,0,1,1283,2,0,1,10,23,Incidente
T-01821,chat,Enterprise,API,Alta,1,1,215,4,0,1,7,9,Incidente
T-01822,email,Enterprise,Backend,Media,0,1,949,2,0,0,1,17,Bug
T-01823,email,Business,API,Bassa,0,1,344,0,0,1,1,16,Richiesta
T-01824,email,Enterprise,Frontend,Bassa,0,0,249,0,4,0,1,11,Richiesta
T-01825,email,Free,Fatturazione,Media,0,1,497,0,1,0,1,15,Domanda
T-01826,email,Enterprise,Frontend,Bassa,0,0,577,1,3,0,1,13,Richiesta
T-01827,form,Free,Nessuno,Media,0,0,500,1,0,1,1,17,Richiesta
T-01828,form,Free,Frontend,Media,0,0,419,1,0,3,2,15,Domanda
T-01829,form,Business,Mobile,Media,1,1,253,4,1,1,1,9,Bug
T-01830,email,Business,Mobile,Media,1,1,344,4,0,1,1,12,Bug
T-01831,email,Business,Frontend,Media,0,4,565,0,0,0,1,15,Bug
T-01832,form,Enterprise,API,Alta,0,0,633,0,1,0,3,6,Incidente
T-01833,email,Free,Frontend,Alta,1,1,631,6,0,0,1,16,Bug
T-01834,telefono,Business,API,Urgente,1,2,327,1,0,0,5,7,Incidente
T-01835,email,Business,Frontend,Bassa,0,1,408,0,1,1,1,15,Richiesta
T-01836,form,Business,Fatturazione,Media,0,2,607,6,1,0,1,15,Bug
T-01837,chat,Business,Account,Bassa,0,0,206,1,1,1,1,13,Domanda
T-01838,form,Enterprise,API,Alta,0,0,333,0,3,1,1,11,Richiesta
T-01839,form,Business,Frontend,Bassa,0,0,212,0,0,1,1,21,Richiesta
T-01840,email,Business,Nessuno,Bassa,0,1,497,0,2,0,1,17,Richiesta
T-01841,email,Enterprise,API,Urgente,0,1,715,0,0,1,4,4,Incidente
T-01842,chat,Business,Frontend,Media,0,1,627,0,1,3,1,10,Domanda
T-01843,chat,Free,Backend,Media,0,0,506,0,1,4,1,12,Domanda
T-01844,email,Enterprise,API,Bassa,0,1,555,0,5,0,1,12,Richiesta
T-01845,chat,Free,API,Bassa,0,1,212,3,1,1,2,10,Bug
T-01846,form,Free,Mobile,Alta,1,1,3116,2,1,0,2,10,Bug
T-01847,telefono,Free,Fatturazione,Alta,0,0,413,0,1,0,5,17,Incidente
T-01848,chat,Business,Frontend,Media,0,1,393,0,3,1,1,12,Richiesta
T-01849,email,Free,Account,Bassa,0,0,225,1,0,0,1,17,Domanda
T-01850,chat,Enterprise,Backend,Alta,0,1,234,0,0,0,9,11,Incidente
T-01851,email,Free,API,Alta,0,1,409,2,0,0,1,15,Bug
T-01852,email,Free,Frontend,Alta,0,2,2339,4,1,1,1,18,Bug
T-01853,form,Business,API,Media,0,0,754,2,0,1,2,16,Bug
T-01854,chat,Business,Nessuno,Bassa,0,1,707,1,5,1,1,10,Richiesta
T-01855,telefono,Business,API,Urgente,0,2,440,4,0,0,11,6,Incidente
T-01856,form,Free,Mobile,Alta,0,3,1868,6,0,1,1,18,Bug
T-01857,form,Enterprise,Backend,Media,0,1,1306,4,0,0,1,12,Bug
T-01858,telefono,Enterprise,Account,Alta,0,1,606,3,0,0,1,16,Bug
T-01859,chat,Free,Nessuno,Media,0,0,219,1,0,2,1,16,Domanda
T-01860,chat,Business,Account,Alta,1,0,406,0,1,2,1,17,Domanda
T-01861,form,Enterprise,API,Bassa,1,1,473,4,1,0,1,13,Bug
T-01862,form,Free,Backend,Media,1,3,809,1,1,0,1,16,Bug
T-01863,chat,Free,Fatturazione,Bassa,0,0,95,1,1,3,1,11,Domanda
T-01864,chat,Free,Nessuno,Bassa,0,0,160,1,0,3,1,13,Domanda
T-01865,chat,Free,Mobile,Bassa,0,1,191,0,1,3,1,18,Domanda
T-01866,chat,Enterprise,Backend,Urgente,0,0,343,3,0,3,7,16,Incidente
T-01867,email,Business,Mobile,Bassa,1,3,697,5,1,1,2,11,Bug
T-01868,chat,Enterprise,Account,Alta,0,0,218,0,0,1,1,14,Domanda
T-01869,form,Enterprise,API,Media,0,0,932,4,0,3,2,17,Bug
T-01870,email,Enterprise,Backend,Bassa,0,1,550,1,3,2,1,17,Richiesta
T-01871,email,Free,Fatturazione,Media,0,0,493,0,1,5,1,10,Domanda
T-01872,email,Free,Frontend,Alta,0,1,1284,4,1,0,1,6,Bug
T-01873,email,Business,Backend,Media,1,1,771,3,1,0,1,13,Bug
T-01874,email,Enterprise,Mobile,Alta,1,2,702,2,0,1,1,13,Bug
T-01875,chat,Free,Nessuno,Alta,0,0,1173,1,3,1,1,10,Richiesta
T-01876,email,Business,Fatturazione,Bassa,0,1,562,0,3,2,1,12,Richiesta
T-01877,email,Enterprise,Nessuno,Bassa,0,1,321,0,1,0,1,14,Richiesta
T-01878,email,Business,Backend,Alta,0,0,342,3,0,1,1,14,Bug
T-01879,form,Free,Nessuno,Alta,0,1,866,0,6,0,1,10,Richiesta
T-01880,form,Free,Fatturazione,Media,0,1,158,0,1,6,1,10,Domanda
T-01881,email,Business,Mobile,Bassa,0,2,95,0,6,0,1,13,Richiesta
T-01882,chat,Business,Nessuno,Media,0,0,106,0,0,3,1,14,Domanda
T-01883,telefono,Enterprise,API,Urgente,1,0,643,4,0,0,11,8,Incidente
T-01884,chat,Business,Backend,Alta,1,1,298,3,2,1,9,23,Incidente
T-01885,chat,Free,Nessuno,Bassa,0,0,322,0,1,1,1,7,Domanda
T-01886,chat,Enterprise,Frontend,Alta,1,0,966,3,1,2,1,15,Bug
T-01887,chat,Business,Nessuno,Media,0,0,209,0,2,1,1,11,Domanda
T-01888,email,Business,Mobile,Media,0,2,526,0,3,3,1,9,Richiesta
T-01889,chat,Business,Mobile,Bassa,0,0,314,0,0,2,1,14,Domanda
T-01890,form,Free,Backend,Bassa,1,2,946,3,1,2,1,10,Bug
T-01891,form,Enterprise,Account,Bassa,0,0,859,0,3,2,1,15,Richiesta
T-01892,chat,Enterprise,Mobile,Alta,0,0,349,1,0,0,4,23,Incidente
T-01893,chat,Free,Backend,Alta,1,1,2173,4,0,0,1,15,Bug
T-01894,chat,Free,API,Bassa,0,1,559,3,0,2,2,13,Domanda
T-01895,form,Enterprise,API,Alta,0,1,999,3,0,0,1,11,Bug
T-01896,chat,Enterprise,Account,Media,0,0,1007,0,1,1,1,12,Domanda
T-01897,chat,Business,Backend,Media,0,1,517,2,0,0,2,16,Bug
T-01898,chat,Business,Account,Bassa,0,0,425,2,0,6,1,11,Domanda
T-01899,chat,Business,Mobile,Bassa,0,1,189,1,2,4,1,14,Domanda
T-01900,chat,Free,Fatturazione,Media,0,1,552,2,0,3,1,14,Domanda
T-01901,email,Business,Fatturazione,Media,0,1,440,0,1,3,1,15,Domanda
T-01902,email,Free,Nessuno,Media,0,0,108,0,0,4,1,15,Domanda
T-01903,chat,Enterprise,API,Urgente,0,0,677,3,0,1,5,14,Incidente
T-01904,telefono,Enterprise,Frontend,Media,1,3,1811,4,0,1,1,7,Bug
T-01905,form,Business,API,Alta,0,0,406,5,0,0,1,16,Bug
T-01906,chat,Free,Fatturazione,Alta,1,0,809,1,0,1,1,15,Bug
T-01907,chat,Business,Frontend,Media,0,2,846,3,0,0,3,17,Bug
T-01908,chat,Free,Backend,Media,0,3,1274,6,0,1,1,9,Bug
T-01909,chat,Business,Backend,Alta,0,2,819,2,0,0,1,17,Bug
T-01910,form,Free,Backend,Bassa,0,1,165,0,0,2,1,18,Domanda
T-01911,form,Business,Account,Bassa,0,1,518,0,2,2,1,8,Richiesta
T-01912,form,Enterprise,Frontend,Bassa,0,0,483,1,5,1,1,13,Richiesta
T-01913,form,Business,Frontend,Media,0,2,732,1,0,0,2,20,Bug
T-01914,email,Free,Frontend,Media,0,0,646,0,0,1,1,16,Domanda
T-01915,email,Business,Nessuno,Bassa,0,2,453,1,4,1,1,9,Richiesta
T-01916,email,Enterprise,Nessuno,Bassa,0,0,1195,0,1,2,1,12,Richiesta
T-01917,form,Free,Mobile,Bassa,0,0,99,0,4,0,1,16,Richiesta
T-01918,telefono,Enterprise,Frontend,Alta,0,2,656,4,1,0,1,15,Bug
T-01919,chat,Enterprise,Mobile,Media,0,0,415,0,3,0,1,17,Richiesta
T-01920,email,Free,Account,Media,0,0,687,0,1,2,1,13,Domanda
T-01921,chat,Free,Account,Bassa,0,0,510,0,0,3,1,14,Domanda
T-01922,email,Free,Mobile,Bassa,0,2,439,0,0,1,2,6,Richiesta
T-01923,form,Free,Frontend,Alta,1,1,929,3,1,0,1,14,Bug
T-01924,form,Enterprise,Account,Alta,1,1,1090,1,1,0,2,15,Bug
T-01925,email,Business,API,Alta,1,1,463,3,1,1,7,9,Incidente
T-01926,form,Business,Frontend,Media,0,1,800,7,1,1,1,11,Bug
T-01927,telefono,Business,Backend,Media,0,1,245,3,0,0,11,15,Incidente
T-01928,email,Enterprise,Account,Bassa,0,1,103,0,2,3,1,15,Domanda
T-01929,email,Enterprise,Account,Bassa,1,0,149,0,0,3,1,13,Domanda
T-01930,form,Business,Frontend,Media,0,0,880,1,3,0,1,10,Richiesta
T-01931,chat,Business,Nessuno,Bassa,0,0,357,1,3,2,1,15,Domanda
T-01932,form,Free,Mobile,Media,0,2,802,3,0,0,1,14,Bug
T-01933,email,Business,Fatturazione,Media,0,1,165,0,2,1,1,15,Richiesta
T-01934,form,Business,Frontend,Media,1,3,222,3,0,2,2,18,Bug
T-01935,telefono,Business,API,Alta,0,2,288,4,0,0,10,7,Incidente
T-01936,email,Business,Backend,Media,0,4,490,3,1,1,1,13,Bug
T-01937,chat,Business,Backend,Urgente,0,1,487,4,0,2,2,12,Incidente
T-01938,email,Free,Frontend,Bassa,0,1,1550,0,1,2,1,10,Richiesta
T-01939,telefono,Free,Fatturazione,Bassa,0,1,184,2,1,7,1,12,Domanda
T-01940,form,Free,Frontend,Bassa,0,1,700,5,0,1,1,17,Bug
T-01941,telefono,Enterprise,Backend,Alta,1,2,480,3,1,0,5,12,Incidente
T-01942,chat,Business,Nessuno,Bassa,0,0,154,2,1,1,1,19,Domanda
T-01943,form,Business,Nessuno,Media,0,1,1015,0,2,1,1,10,Richiesta
T-01944,email,Free,Frontend,Alta,1,0,352,4,0,0,2,16,Bug
T-01945,email,Business,Mobile,Media,0,0,287,1,1,2,1,13,Domanda
T-01946,chat,Free,Nessuno,Urgente,0,0,256,3,2,0,1,17,Domanda
T-01947,email,Enterprise,Fatturazione,Bassa,0,0,192,0,2,2,2,14,Domanda
T-01948,chat,Business,Backend,Bassa,0,1,364,1,1,2,1,14,Richiesta
T-01949,form,Enterprise,Account,Bassa,0,0,437,0,3,1,1,14,Richiesta
T-01950,email,Business,Mobile,Bassa,0,0,1154,0,3,0,1,8,Richiesta
T-01951,chat,Free,Mobile,Bassa,0,0,319,1,1,1,1,7,Domanda
T-01952,email,Free,Nessuno,Bassa,0,0,297,0,1,1,1,13,Domanda
T-01953,email,Enterprise,Frontend,Bassa,0,1,1116,4,0,0,1,14,Bug
T-01954,form,Enterprise,Backend,Alta,0,1,2749,1,0,2,2,15,Bug
T-01955,form,Free,API,Bassa,0,0,104,1,0,3,1,9,Domanda
T-01956,email,Free,Mobile,Media,0,0,537,0,4,1,2,12,Richiesta
T-01957,chat,Enterprise,Backend,Bassa,0,1,467,2,0,0,1,16,Bug
T-01958,chat,Enterprise,Fatturazione,Media,0,0,189,0,0,2,1,12,Domanda
T-01959,form,Business,Account,Bassa,0,0,265,1,0,2,1,14,Richiesta
T-01960,chat,Free,Account,Media,0,0,336,1,0,4,1,9,Domanda
T-01961,form,Business,Fatturazione,Bassa,0,0,712,0,2,3,1,17,Richiesta
T-01962,telefono,Business,Fatturazione,Alta,1,1,243,1,3,4,1,12,Domanda
T-01963,email,Free,API,Media,1,0,336,4,0,0,1,9,Bug
T-01964,chat,Enterprise,Backend,Urgente,0,1,257,1,1,0,7,14,Incidente
T-01965,email,Business,Frontend,Alta,0,0,589,2,5,0,1,12,Richiesta
T-01966,form,Business,API,Bassa,0,0,1091,6,2,0,3,12,Bug
T-01967,email,Business,Account,Bassa,0,1,275,3,1,4,1,11,Domanda
T-01968,email,Enterprise,Frontend,Urgente,0,1,632,2,0,0,11,6,Incidente
T-01969,telefono,Free,Backend,Urgente,1,1,305,3,0,0,5,8,Incidente
T-01970,email,Business,Frontend,Alta,0,0,1462,2,1,0,1,14,Bug
T-01971,email,Enterprise,Fatturazione,Bassa,0,1,441,1,1,5,1,10,Domanda
T-01972,email,Enterprise,Mobile,Alta,1,1,373,3,0,0,1,9,Bug
T-01973,form,Enterprise,Nessuno,Bassa,0,0,256,0,2,1,1,5,Richiesta
T-01974,email,Business,Nessuno,Media,0,2,559,0,4,2,1,12,Richiesta
T-01975,email,Enterprise,Account,Urgente,1,0,454,5,0,1,5,0,Incidente
T-01976,form,Business,Frontend,Media,1,3,916,4,0,0,1,15,Bug
T-01977,email,Business,Frontend,Alta,0,1,562,5,0,1,1,15,Bug
T-01978,email,Free,API,Media,0,0,169,2,1,2,1,13,Domanda
T-01979,email,Business,API,Media,0,2,595,0,2,1,1,12,Richiesta
T-01980,email,Free,API,Bassa,0,0,203,1,1,3,1,14,Domanda
T-01981,form,Business,Backend,Urgente,0,1,465,3,0,1,6,22,Incidente
T-01982,form,Business,Backend,Media,1,3,581,5,1,1,2,10,Bug
T-01983,email,Enterprise,Fatturazione,Media,0,0,479,1,3,0,1,10,Richiesta
T-01984,telefono,Free,API,Media,0,1,378,1,1,0,6,3,Incidente
T-01985,form,Business,Backend,Alta,0,1,1310,4,0,1,2,12,Bug
T-01986,form,Business,Backend,Media,1,0,260,0,0,0,2,9,Bug
T-01987,email,Free,Mobile,Bassa,0,2,545,1,3,0,1,23,Richiesta
T-01988,form,Free,Mobile,Media,1,1,465,2,0,0,1,17,Bug
T-01989,chat,Business,Backend,Urgente,1,2,303,1,0,3,9,0,Incidente
T-01990,chat,Business,Fatturazione,Alta,0,0,803,1,0,2,1,15,Domanda
T-01991,form,Free,Mobile,Media,0,1,1287,5,0,1,3,14,Bug
T-01992,form,Business,Frontend,Bassa,0,1,309,1,3,1,1,11,Richiesta
T-01993,chat,Business,Mobile,Bassa,0,1,646,0,4,0,1,10,Richiesta
T-01994,email,Enterprise,API,Media,1,2,328,3,0,1,1,17,Bug
T-01995,chat,Enterprise,Backend,Media,1,1,583,2,0,0,1,12,Bug
T-01996,email,Free,Frontend,Bassa,0,1,277,0,2,4,1,14,Domanda
T-01997,chat,Business,Mobile,Bassa,0,1,457,0,5,2,1,10,Richiesta
T-01998,form,Business,Fatturazione,Urgente,1,1,622,0,1,0,1,12,Bug
T-01999,form,Free,Backend,Bassa,1,1,164,3,0,1,1,9,Bug
T-02000,form,Free,Mobile,Alta,1,2,1423,6,0,1,2,17,Bug
