id_cliente,piano,fatturazione,mesi_anzianita,licenze,utenti_attivi_30gg,login_medi_settimana,feature_usate,integrazioni_attive,ticket_90gg,tempo_risposta_medio_ore,ritardi_pagamento_12m,churn
C-01859,Basic,annuale,16,5,3,0.9,4,2,1,6.0,0,0
C-01860,Basic,mensile,3,10,8,2.1,5,1,1,8.2,0,0
C-01861,Pro,mensile,13,6,3,3.3,6,2,2,7.3,0,0
C-01862,Enterprise,mensile,19,98,52,2.5,4,2,1,5.4,1,0
C-01863,Enterprise,annuale,32,211,182,3.2,6,1,3,9.7,1,0
C-01864,Pro,mensile,24,5,4,3.0,7,0,1,25.5,0,0
C-01865,Pro,annuale,36,34,23,3.8,6,1,3,9.1,1,0
C-01866,Enterprise,mensile,10,128,117,1.9,5,1,4,9.4,1,0
C-01867,Enterprise,annuale,46,92,76,3.5,7,1,1,12.3,2,0
C-01868,Basic,mensile,50,10,6,1.6,8,1,3,14.7,0,0
C-01869,Pro,annuale,3,42,17,2.6,7,1,2,22.8,1,0
C-01870,Pro,mensile,4,23,18,0.8,5,1,1,11.5,0,0
C-01871,Basic,mensile,19,3,1,2.6,6,1,1,10.0,0,0
C-01872,Basic,mensile,13,9,8,2.4,5,2,1,5.5,1,0
C-01873,Enterprise,mensile,14,278,181,4.5,4,1,3,15.6,0,0
C-01874,Enterprise,mensile,24,230,200,3.1,5,1,1,6.0,0,0
C-01875,Enterprise,annuale,37,73,47,3.4,7,1,2,5.9,1,0
C-01876,Pro,mensile,9,5,3,3.2,4,2,3,11.2,0,1
C-01877,Basic,mensile,42,3,1,0.2,8,1,2,25.2,0,0
C-01878,Basic,annuale,11,10,6,0.4,9,3,4,15.5,0,0
C-01879,Pro,mensile,75,39,22,2.8,5,0,2,9.8,1,0
C-01880,Pro,mensile,46,38,26,3.6,3,2,2,5.5,1,0
C-01881,Pro,annuale,12,26,21,2.9,8,1,4,24.9,3,0
C-01882,Pro,annuale,6,49,23,2.0,4,0,2,9.7,0,0
C-01883,Basic,annuale,12,10,7,2.9,7,2,4,8.4,0,0
C-01884,Pro,mensile,10,45,25,2.7,2,2,0,14.0,0,0
C-01885,Basic,annuale,29,6,4,4.3,4,2,2,7.6,0,0
C-01886,Basic,mensile,3,10,7,4.2,4,1,5,6.4,0,0
C-01887,Basic,annuale,4,5,3,2.4,4,2,1,6.7,1,0
C-01888,Basic,annuale,29,5,2,3.1,8,1,0,6.7,0,0
C-01889,Enterprise,annuale,10,180,97,3.6,4,0,2,5.1,0,0
C-01890,Basic,mensile,14,8,3,3.8,4,0,1,4.8,1,0
C-01891,Basic,mensile,34,4,2,5.5,6,0,2,17.9,1,1
C-01892,Pro,annuale,39,31,21,3.2,8,0,2,14.9,1,0
C-01893,Pro,mensile,44,34,21,4.8,5,1,1,6.1,0,0
C-01894,Basic,mensile,32,7,5,1.6,7,0,4,17.0,0,0
C-01895,Basic,annuale,17,3,2,2.3,2,0,4,12.0,0,0
C-01896,Basic,annuale,16,4,3,0.2,7,1,2,8.2,0,0
C-01897,Pro,mensile,14,17,9,3.4,6,1,3,4.8,0,0
C-01898,Basic,mensile,7,6,5,4.1,8,0,4,12.3,1,0
C-01899,Basic,mensile,9,8,7,0.0,6,1,1,30.6,0,0
C-01900,Basic,mensile,41,7,3,3.5,8,2,1,10.1,0,0
C-01901,Pro,mensile,11,18,11,4.0,5,0,1,18.2,0,1
C-01902,Basic,annuale,7,4,2,4.0,6,1,2,8.8,1,1
C-01903,Pro,annuale,43,34,20,1.5,6,2,0,17.4,0,0
C-01904,Basic,mensile,23,3,3,4.3,4,1,3,9.1,0,0
C-01905,Pro,mensile,57,30,24,3.2,8,2,0,2.4,1,0
C-01906,Basic,annuale,53,4,3,4.0,7,1,1,6.5,0,0
C-01907,Basic,annuale,7,7,3,3.0,7,0,4,10.8,1,0
C-01908,Basic,annuale,18,7,6,3.7,5,2,1,19.1,0,0
C-01909,Pro,mensile,8,22,14,4.8,7,3,1,9.1,1,0
C-01910,Enterprise,annuale,8,118,70,2.9,5,2,2,10.2,0,0
C-01911,Basic,mensile,14,2,2,3.6,8,2,3,7.0,0,0
C-01912,Basic,mensile,30,8,8,4.9,2,3,4,25.5,0,0
C-01913,Enterprise,annuale,30,145,27,3.0,6,1,0,24.6,1,1
C-01914,Pro,mensile,28,39,18,1.6,3,0,1,6.7,0,0
C-01915,Basic,mensile,17,4,3,4.1,6,3,1,4.0,1,0
C-01916,Basic,mensile,31,9,6,5.2,5,2,3,3.4,0,0
C-01917,Pro,mensile,7,30,17,5.0,7,4,1,14.4,1,0
C-01918,Pro,mensile,23,13,11,4.2,7,2,0,10.8,0,0
C-01919,Pro,annuale,20,5,3,0.0,5,1,1,6.3,0,0
C-01920,Enterprise,mensile,16,91,53,2.3,7,3,5,11.8,1,0
C-01921,Pro,mensile,24,33,30,2.4,6,0,1,4.8,0,0
C-01922,Basic,annuale,9,4,2,3.3,5,0,2,16.1,1,0
C-01923,Pro,mensile,28,22,17,5.6,5,0,3,8.0,1,0
C-01924,Basic,annuale,19,5,2,1.7,4,2,1,5.2,0,0
C-01925,Basic,mensile,5,6,3,6.3,3,2,0,8.0,1,0
C-01926,Basic,annuale,19,4,3,2.7,5,2,5,7.9,0,0
C-01927,Basic,mensile,13,9,8,2.1,6,1,3,12.4,1,0
C-01928,Pro,annuale,41,11,10,4.4,5,3,1,20.1,1,0
C-01929,Basic,mensile,7,9,6,4.5,8,3,2,19.5,0,0
C-01930,Basic,annuale,8,3,2,4.1,2,1,5,11.0,0,0
C-01931,Pro,mensile,26,10,7,2.1,7,1,2,8.9,1,0
C-01932,Pro,annuale,17,35,12,3.9,7,2,1,7.1,0,0
C-01933,Pro,mensile,17,28,26,1.8,7,0,2,3.5,0,0
C-01934,Pro,mensile,75,42,28,2.1,5,3,5,9.9,1,0
C-01935,Pro,mensile,31,30,9,3.1,4,1,3,6.0,0,0
C-01936,Basic,mensile,15,3,2,2.1,7,3,2,20.8,0,0
C-01937,Pro,mensile,4,46,24,4.7,7,3,3,8.9,2,0
C-01938,Pro,annuale,14,43,33,2.4,7,0,2,15.7,1,0
C-01939,Basic,mensile,7,1,1,2.9,4,3,2,7.5,1,0
C-01940,Basic,mensile,9,6,5,2.0,6,1,3,6.7,0,0
C-01941,Basic,mensile,9,8,6,4.7,5,2,0,14.4,3,0
C-01942,Pro,mensile,39,27,13,2.3,6,2,2,11.8,0,0
C-01943,Basic,mensile,5,10,5,4.8,7,1,3,12.1,0,0
C-01944,Basic,annuale,36,7,5,4.7,4,3,2,9.5,0,0
C-01945,Pro,mensile,27,41,27,2.6,4,0,6,16.1,1,1
C-01946,Enterprise,annuale,26,94,80,3.2,3,2,1,14.7,0,0
C-01947,Basic,mensile,9,4,2,2.5,4,1,4,2.7,0,0
C-01948,Enterprise,mensile,33,213,199,4.0,4,0,1,8.6,0,0
C-01949,Basic,annuale,8,10,7,2.9,3,3,1,18.4,1,0
C-01950,Enterprise,mensile,50,131,67,2.6,5,0,5,5.4,0,0
C-01951,Enterprise,mensile,40,159,140,3.3,6,1,2,3.6,1,0
C-01952,Basic,annuale,56,3,3,1.0,7,2,1,9.2,0,0
C-01953,Pro,annuale,20,18,15,3.1,5,1,1,13.7,0,0
C-01954,Enterprise,annuale,17,251,105,4.1,3,2,2,7.6,0,0
C-01955,Enterprise,mensile,14,110,70,3.4,7,2,1,21.7,2,0
C-01956,Enterprise,annuale,74,44,44,4.5,5,1,2,30.2,1,0
C-01957,Pro,annuale,30,44,27,2.7,4,0,2,3.2,0,0
C-01958,Basic,annuale,7,4,2,2.6,5,1,2,7.9,0,0
C-01959,Pro,mensile,46,49,40,1.6,9,0,1,2.5,0,0
C-01960,Pro,mensile,17,11,7,2.6,5,0,2,14.9,0,1
C-01961,Pro,mensile,1,23,13,6.0,8,3,2,6.7,1,0
C-01962,Basic,mensile,10,10,5,3.6,4,0,1,7.5,0,0
C-01963,Pro,annuale,40,25,12,2.4,3,1,1,19.9,1,0
C-01964,Basic,mensile,27,4,2,1.8,4,1,0,4.5,0,0
C-01965,Pro,mensile,31,40,18,1.0,7,1,3,3.9,0,0
C-01966,Basic,mensile,46,6,5,2.0,6,2,5,2.6,0,0
C-01967,Pro,mensile,4,24,17,4.3,6,1,4,21.4,0,0
C-01968,Pro,mensile,11,48,18,2.6,9,2,4,18.6,1,1
C-01969,Pro,mensile,20,47,41,1.9,5,1,2,8.4,0,0
C-01970,Pro,mensile,41,42,25,2.0,3,2,1,4.7,1,0
C-01971,Basic,annuale,8,6,2,4.1,6,2,1,16.5,0,0
C-01972,Enterprise,mensile,15,265,235,3.1,4,2,1,52.2,0,0
C-01973,Pro,mensile,19,9,7,2.3,6,2,2,8.7,0,0
C-01974,Basic,mensile,10,8,4,2.8,7,2,0,4.9,0,0
C-01975,Basic,mensile,19,4,2,6.3,5,1,3,21.1,0,0
C-01976,Basic,mensile,17,3,2,4.9,5,1,1,5.1,0,0
C-01977,Pro,mensile,12,12,9,5.3,6,1,2,8.0,3,0
C-01978,Enterprise,mensile,33,151,114,0.7,3,1,1,2.1,1,0
C-01979,Pro,mensile,29,27,12,3.0,5,1,1,8.3,0,0
C-01980,Basic,annuale,34,9,6,2.3,5,5,1,4.6,1,0
C-01981,Enterprise,mensile,36,46,41,4.0,4,1,1,21.3,0,0
C-01982,Basic,mensile,5,4,1,4.7,2,0,0,5.6,1,1
C-01983,Enterprise,annuale,5,55,46,3.7,6,5,1,16.0,2,0
C-01984,Basic,mensile,31,10,3,2.0,5,0,2,9.4,0,1
C-01985,Pro,mensile,13,25,19,2.3,5,2,2,10.8,2,0
C-01986,Enterprise,mensile,12,170,79,4.1,10,0,1,13.7,0,0
C-01987,Basic,mensile,11,8,7,4.2,3,4,2,9.7,0,0
C-01988,Pro,mensile,35,20,15,3.4,4,5,2,6.8,1,0
C-01989,Enterprise,annuale,71,233,111,3.4,7,2,0,6.1,1,0
C-01990,Basic,annuale,36,5,3,3.3,3,2,0,13.6,0,0
C-01991,Basic,annuale,13,1,0,3.6,8,1,3,3.2,0,0
C-01992,Pro,mensile,34,5,3,4.2,6,0,4,27.4,0,0
C-01993,Basic,mensile,5,5,4,4.1,6,1,1,10.8,0,0
C-01994,Basic,mensile,16,9,4,3.2,4,2,0,8.2,0,0
C-01995,Pro,mensile,4,34,25,3.1,5,1,4,11.7,0,0
C-01996,Pro,mensile,13,48,27,3.1,7,3,0,7.0,2,0
C-01997,Basic,mensile,22,2,1,2.1,3,1,1,9.0,1,0
C-01998,Basic,mensile,80,6,3,2.1,7,1,1,5.1,2,0
C-01999,Pro,mensile,43,18,12,4.0,7,1,0,12.5,0,0
C-02000,Pro,mensile,4,25,9,2.2,6,2,1,9.5,0,0
